004,3010,UNIVERSAL 900 MM 4 TRAMOS zzzz                               ,ANTENA              ,FELKO                                   , 10.50,          43.35
298,1660VW      ,VW GACEL-SENDA D/91-GOL-SAVEIR                               ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          48.31
298,1661VW      ,VW GOL-POINTER GL (AL547955651                               ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          47.71
298,1662,VW GOL-POINTER GL 2 SAL.(AL547 955651-C)                     ,BOMBA LAVAP.ELECTRI.,INDUMAG (101)                           , 21.00,          57.78
298,1704,VW (377955449-B)                                             ,BIDONES             ,INDUMAG (101)                           , 21.00,          42.97
298,500,RA-441 UNIVERSAL C/TERMI.PALA                                ,SIN RUBRO ASIGNADO  ,INDUMAG (101)                           , 21.00,          21.29
298,501,RA-441T UNIVERSAL C/TORNILLO Y TUERCA                        ,SIN RUBRO ASIGNADO  ,INDUMAG (101)                           , 21.00,          21.29
298,1535,RENAULT 9-11-18 (7701029259 /  039565)                       ,TRABA PUERTA ELECTR.,INDUMAG (101)                           , 21.00,          41.75
298,1536,RENAULT 19-21-MEGANE P/BAUL Y  19-21 P/TAPA TQE.NAFTA        ,TRABA PUERTA ELECTR.,INDUMAG (101)                           , 21.00,          49.97
298,1620,RENAULT 9-11-19                                              ,SIN RUBRO ASIGNADO  ,INDUMAG (101)                           , 21.00,          54.48
298,1876,VR24-1208 DE 24V A 12V /8 AMP.                               ,SIN RUBRO ASIGNADO  ,INDUMAG (101)                           , 21.00,         688.84
298,1877,VR24-1212 DE 24V A 12V /12 AMP                               ,SIN RUBRO ASIGNADO  ,INDUMAG (101)                           , 21.00,         807.06
299,2723,12V 2.3W (W2X4.6D)                                           ,LAMPARAS            ,OSRAM (135)                             , 21.00,           1.64
299,2721KEI     ,12V 1.2W                                                     ,LAMPARAS            ,OSRAM (135)                             , 21.00,           3.30
299,2721,12V 1.2W (W2X4.6D)                                           ,LAMPARAS            ,OSRAM (135)                             , 21.00,           1.25
299,912,12V 12CP WEDGE                                               ,LAMPARAS            ,OSRAM (135)                             , 21.00,           3.36
299,2825EI      ,12V 5W (W2.1X9.5D)                                           ,LAMPARAS            ,OSRAM (135)                             , 21.00,           0.96
299,2825CBDP    ,12V 5W (W2.1X9.5D)                                           ,LAMPARAS            ,OSRAM (135)                             , 21.00,           9.73
299,2827,12V 5W (W2.1X9.5D)                                           ,LAMPARAS            ,OSRAM (135)                             , 21.00,           5.00
299,2821EI      ,12V 3W (W2.1X9.5D)                                           ,LAMPARAS            ,OSRAM (135)                             , 21.00,           1.32
299,2351MFX6    ,12V 1.2W (BX8.4D)                                            ,LAMPARAS            ,OSRAM (135)                             , 21.00,           2.54
299,2352MFX6    ,12V 2W (BX8.4D)                                              ,LAMPARAS            ,OSRAM (135)                             , 21.00,           2.54
299,2721MF      ,12V 1.2W (B8.5D)                                             ,LAMPARAS            ,OSRAM (135)                             , 21.00,           3.30
299,2721MF8     ,12V 1.2W (B8.3D)                                             ,LAMPARAS            ,OSRAM (135)                             , 21.00,           3.30
299,2825HCBDP   ,12V 5W (W2.1X9.5D)                                           ,LAMPARAS            ,OSRAM (135)                             , 21.00,          40.62
299,7240,12V 21/5W (BA15D)                                            ,LAMPARAS            ,OSRAM (135)                             , 21.00,           3.11
299,7225,12V 21/4W (BAZ15D)                                           ,LAMPARAS            ,OSRAM (135)                             , 21.00,           4.89
299,7528,12V 21/5W (BAY15D)                                           ,LAMPARAS            ,OSRAM (135)                             , 21.00,           2.11
299,3157,12V 32/3CP WEDGE                                             ,LAMPARAS            ,OSRAM (135)                             , 21.00,           6.98
299,7515,12V 21/5W (W3X16Q)                                           ,LAMPARAS            ,OSRAM (135)                             , 21.00,          19.83
299,6418,TUBULAR 12V 5W                                               ,LAMPARAS            ,OSRAM (135)                             , 21.00,           2.50
299,561,TUBULAR 12V 12CP                                             ,LAMPARAS            ,OSRAM (135)                             , 21.00,           3.68
299,6411,TUBULAR 12V 10W                                              ,LAMPARAS            ,OSRAM (135)                             , 21.00,           2.59
299,6475,TUBULAR 12V 18W                                              ,LAMPARAS            ,OSRAM (135)                             , 21.00,           4.33
299,6438,TUBULAR 12V 10W                                              ,LAMPARAS            ,OSRAM (135)                             , 21.00,           3.48
299,6428,TUBULAR 12V 3W                                               ,LAMPARAS            ,OSRAM (135)                             , 21.00,           3.09
299,6451,TUBULAR 12V 15W                                              ,LAMPARAS            ,OSRAM (135)                             , 21.00,           3.80
299,6461,TUBULAR 12V 10W                                              ,LAMPARAS            ,OSRAM (135)                             , 21.00,           2.59
299,3898,12V 2W (BA 7S)                                               ,LAMPARAS            ,OSRAM (135)                             , 21.00,           3.57
299,3893,12V 4W (BA 9S)                                               ,LAMPARAS            ,OSRAM (135)                             , 21.00,           1.00
299,3893CB      ,12V 4W (BA 9S)                                               ,LAMPARAS            ,OSRAM (135)                             , 21.00,           6.43
299,3894,12V 3W (BA 9S)                                               ,LAMPARAS            ,OSRAM (135)                             , 21.00,           1.00
299,64111,12V 5W (BA 9S)                                               ,LAMPARAS            ,OSRAM (135)                             , 21.00,          20.97
299,STDCLARA    ,12V 40W (E27)                                                ,LAMPARAS            ,OSRAM (135)                             , 21.00,           3.54
299,STDCLARAMC  ,12V 60W (E27)                                                ,LAMPARAS            ,OSRAM (135)                             , 21.00,           4.16
299,64425,BIPIN 12V 20W G4                                             ,LAMPARAS            ,OSRAM (135)                             , 21.00,           7.41
299,64440UV-STOP,BIPIN 12V 50W (GY6.35)                                       ,LAMPARAS            ,OSRAM (135)                             , 21.00,           7.41
299,64415S      ,BIPIN 12V 10W G4                                             ,LAMPARAS            ,OSRAM (135)                             , 21.00,          17.68
299,64193H4     ,12V 60/55W P43T                                              ,LAMPARAS            ,OSRAM (135)                             , 21.00,          11.48
299,64193H4SVS  ,12V 60/55W P43T                                              ,LAMPARAS            ,OSRAM (135)                             , 21.00,          22.86
299,64193H4ALS  ,12V 60/55W P43T                                              ,LAMPARAS            ,OSRAM (135)                             , 21.00,          34.74
